method,source_method,query_idx,query_name,k,effective_k,temperature,status,skip_reason,norm_l2,acc_at_0_1,recall,cosine,module,edit_cost,provenance_max_weight,provenance_entropy_norm,provenance_effective_exemplars,topk_names,topk_scores,weights,metric_impl
EPR-K5,TRR,1116,Neo-Soul Clean - Pocket Groove Cut,5,5,0.05,ok,,0.019298700156802406,1.0,1.0,0.9988757997397972,1.0,0.3137633333,0.2,1.0,5.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm"", ""Dry Funk - Pocket Groove Cut"", ""Dry Funk - Muted Snap Take""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701, 0.698056220320701, 0.698056220320701]","[0.2000000000000003, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1146,Neo-Soul Clean - Sync Pulse Mix,3,3,0.05,ok,,0.023831772097973238,0.9743589743589743,0.9523809523809523,0.9982781449372076,1.0,0.3547388889,0.3333333333,1.0,3.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701]","[0.3333333333333337, 0.33333333333333315, 0.33333333333333315]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1146,Neo-Soul Clean - Sync Pulse Mix,5,5,0.05,ok,,0.019298700156802406,1.0,1.0,0.9988757997397972,1.0,0.3137633333,0.2,1.0,5.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm"", ""Dry Funk - Pocket Groove Cut"", ""Dry Funk - Muted Snap Take""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701, 0.698056220320701, 0.698056220320701]","[0.2000000000000003, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1176,Neo-Soul Clean - Muted Snap Take,3,3,0.05,ok,,0.023831772097973238,0.9743589743589743,0.9523809523809523,0.9982781449372076,1.0,0.3547388889,0.3333333333,1.0,3.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701]","[0.3333333333333337, 0.33333333333333315, 0.33333333333333315]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1176,Neo-Soul Clean - Muted Snap Take,5,5,0.05,ok,,0.019298700156802406,1.0,1.0,0.9988757997397972,1.0,0.3137633333,0.2,1.0,5.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm"", ""Dry Funk - Pocket Groove Cut"", ""Dry Funk - Muted Snap Take""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701, 0.698056220320701, 0.698056220320701]","[0.2000000000000003, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1206,Neo-Soul Clean - Chic Rhythm Pass,3,3,0.05,ok,,0.023831772097973238,0.9743589743589743,0.9523809523809523,0.9982781449372076,1.0,0.3547388889,0.3333333333,1.0,3.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701]","[0.3333333333333337, 0.33333333333333315, 0.33333333333333315]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1206,Neo-Soul Clean - Chic Rhythm Pass,5,5,0.05,ok,,0.019298700156802406,1.0,1.0,0.9988757997397972,1.0,0.3137633333,0.2,1.0,5.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm"", ""Dry Funk - Pocket Groove Cut"", ""Dry Funk - Muted Snap Take""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701, 0.698056220320701, 0.698056220320701]","[0.2000000000000003, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1236,Neo-Soul Clean - Tight Jam Edit,3,3,0.05,ok,,0.023831772097973238,0.9743589743589743,0.9523809523809523,0.9982781449372076,1.0,0.3547388889,0.3333333333,1.0,3.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701]","[0.3333333333333337, 0.33333333333333315, 0.33333333333333315]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1236,Neo-Soul Clean - Tight Jam Edit,5,5,0.05,ok,,0.019298700156802406,1.0,1.0,0.9988757997397972,1.0,0.3137633333,0.2,1.0,5.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm"", ""Dry Funk - Pocket Groove Cut"", ""Dry Funk - Muted Snap Take""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701, 0.698056220320701, 0.698056220320701]","[0.2000000000000003, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1266,Neo-Soul Clean - Velvet Groove Version,3,3,0.05,ok,,0.023831772097973238,0.9743589743589743,0.9523809523809523,0.9982781449372076,1.0,0.3547388889,0.3333333333,1.0,3.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701]","[0.3333333333333337, 0.33333333333333315, 0.33333333333333315]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1266,Neo-Soul Clean - Velvet Groove Version,5,5,0.05,ok,,0.019298700156802406,1.0,1.0,0.9988757997397972,1.0,0.3137633333,0.2,1.0,5.0,"[""Dry Funk - Sync Pulse Mix"", ""Dry Funk"", ""Dry Funk Rhythm"", ""Dry Funk - Pocket Groove Cut"", ""Dry Funk - Muted Snap Take""]","[0.6980562203207011, 0.698056220320701, 0.698056220320701, 0.698056220320701, 0.698056220320701]","[0.2000000000000003, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993, 0.19999999999999993]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,816,Technical Thrash Onslaught,3,3,0.05,ok,,0.0735801563578433,0.8717948717948718,0.7222222222222222,0.9846929316969777,1.0,0.635553298,0.4909197151,0.9519500962,2.698351444,"[""Sludge Metal Onslaught"", ""Trap Metal Wave"", ""Nu Metal 7-String Wrath""]","[0.8565283045337855, 0.8241876675569244, 0.8231816767791007]","[0.4909197151267955, 0.2571007064181091, 0.25197957845509533]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,816,Technical Thrash Onslaught,5,5,0.05,ok,,0.126576839503617,0.8461538461538461,0.6666666666666666,0.9538754409132149,1.0,0.7748436929,0.3363001778,0.9673614774,4.4686639426,"[""Sludge Metal Onslaught"", ""Trap Metal Wave"", ""Nu Metal 7-String Wrath"", ""K-Pop Shimmer Moonrise"", ""Indie Pop Jangle Charm""]","[0.8565283045337855, 0.8241876675569244, 0.8231816767791007, 0.8221323577348774, 0.8147835545932361]","[0.33630017780648874, 0.17612454871618297, 0.1726163656233803, 0.16903152085760526, 0.1459273869963427]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,191,Post-Hardcore Screamo,3,3,0.05,ok,,0.2352556023193385,0.6222222222222222,0.5806451612903226,0.8767972409380955,0.8888888888888888,5.2208673689,0.7403490288,0.6784551948,1.7131917495,"[""Celtic Punk"", ""Electroclash"", ""Violin Folk""]","[0.8322298538588203, 0.7557833170752573, 0.7317142803521501]","[0.7403490288107919, 0.1604834785494744, 0.09916749263973369]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,191,Post-Hardcore Screamo,5,5,0.05,ok,,0.2281623424748404,0.6666666666666666,0.6129032258064516,0.8864331388377568,0.8888888888888888,5.1531013638,0.630808281,0.718481412,2.3000885619,"[""Celtic Punk"", ""Electroclash"", ""Violin Folk"", ""Britpop Jangle"", ""K-Pop Polished""]","[0.8322298538588203, 0.7557833170752573, 0.7317142803521501, 0.7287566242487706, 0.7210873837340819]","[0.6308082809506176, 0.1367386236561692, 0.08449484381540337, 0.07964166539347976, 0.06831658618433008]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,28,Hard Rock Crunch,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,28,Hard Rock Crunch,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1080,Hard Rock Crunch,3,3,0.05,ok,,0.13846347746391824,0.6923076923076923,0.5833333333333334,0.9343588465151251,1.0,3.0343203552,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1080,Hard Rock Crunch,5,5,0.05,ok,,0.13898135169319256,0.6923076923076923,0.5833333333333334,0.9337777584773067,1.0,3.0603103177,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1107,Hard Rock Crunch - Vintage Drive Mix,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1107,Hard Rock Crunch - Vintage Drive Mix,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1137,Hard Rock Crunch - Raw Amp Pass,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1137,Hard Rock Crunch - Raw Amp Pass,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1167,Hard Rock Crunch - Grit Stack Take,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1167,Hard Rock Crunch - Grit Stack Take,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1197,Hard Rock Crunch - Classic Crunch Edit,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1197,Hard Rock Crunch - Classic Crunch Edit,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1227,Hard Rock Crunch - Hot Valve Version,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1227,Hard Rock Crunch - Hot Valve Version,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1257,Hard Rock Crunch - Saturated Bite Cut,3,3,0.05,ok,,0.13414633814149662,0.717948717948718,0.625,0.939896907144046,1.0,2.8624060385,0.448465632,0.9740657893,2.8311247991,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576]","[0.4484656319621358, 0.2757671840189321, 0.2757671840189321]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1257,Hard Rock Crunch - Saturated Bite Cut,5,5,0.05,ok,,0.13468437785736803,0.717948717948718,0.625,0.9393592824240115,1.0,2.8879908108,0.2890465343,0.985988042,4.7639099916,"[""Studio Clean"", ""Acoustic Sim"", ""Acoustic Sim - Warm Room Take"", ""Acoustic Sim - Open Chord Mix"", ""Acoustic Sim - Glass Tone Pass""]","[0.6883408327778933, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576, 0.6640270789709576]","[0.2890465343215596, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101, 0.1777383664196101]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,127,Glitter Rock,3,3,0.05,ok,,0.08038272638560227,0.8717948717948718,0.8529411764705882,0.9848302901740246,1.0,2.005517698,0.3966867512,0.9731614936,2.8433266157,"[""Norwegian Black Metal"", ""Motorcycle Rock"", ""Bubblegum Pop""]","[0.7492014059591527, 0.7470826026324806, 0.7204217763977026]","[0.3966867511612626, 0.38022792015572576, 0.22308532868301154]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,127,Glitter Rock,5,5,0.05,ok,,0.0581895366594902,0.9230769230769231,0.9117647058823529,0.9918595172081924,1.0,1.3538268944,0.2779446694,0.9734949409,4.5978574412,"[""Norwegian Black Metal"", ""Motorcycle Rock"", ""Bubblegum Pop"", ""Gritty Synth"", ""Crunk Bounce""]","[0.7492014059591527, 0.7470826026324806, 0.7204217763977026, 0.7195467190699882, 0.716920909064166]","[0.2779446694389533, 0.2664125365159512, 0.15630816445461074, 0.1535963911473256, 0.14573823844315922]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,533,Reggae Skank Andean,3,3,0.05,ok,,0.07153783998229256,0.8974358974358975,0.8333333333333334,0.9834016992292801,1.0,1.3490827552,0.4538521859,0.9681958135,2.7997462007,"[""Reggae Skank Sahara"", ""Reggae Skank Heritage"", ""Reggae Skank Sunset""]","[0.8013659764458665, 0.7815136833964502, 0.7697217137861728]","[0.45385218585264586, 0.30512627344314613, 0.24102154070420798]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,533,Reggae Skank Andean,5,5,0.05,ok,,0.06665107600182961,0.8974358974358975,0.8333333333333334,0.98558037732125,1.0,1.2815636985,0.3679883395,0.9177370075,3.9524772649,"[""Reggae Skank Sahara"", ""Reggae Skank Heritage"", ""Reggae Skank Sunset"", ""Soul Clap Motown"", ""Soul Clap Sweet""]","[0.8013659764458665, 0.7815136833964502, 0.7697217137861728, 0.7395068146199677, 0.7265418443656744]","[0.3679883395102562, 0.24739973543225616, 0.19542291370332077, 0.10679039788448191, 0.08239861346968486]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,906,Philadelphia Soul Sweet,3,3,0.05,ok,,0.10949867545019781,0.6818181818181818,0.625,0.9585110112162648,0.8333333333333334,3.7302080524,0.4730207516,0.958259615,2.7411199073,"[""Britpop Hazy"", ""Deep House Cyber"", ""Spectral Freeze Flux""]","[0.8544951084452623, 0.8311822595993316, 0.8184924221804685]","[0.4730207516033992, 0.29674770002809797, 0.23023154836850268]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,906,Philadelphia Soul Sweet,5,5,0.05,ok,,0.1306864940625844,0.6818181818181818,0.625,0.94062449674874,0.8333333333333334,4.2682877006,0.3255236228,0.9700080715,4.5169116582,"[""Britpop Hazy"", ""Deep House Cyber"", ""Spectral Freeze Flux"", ""Prepared Guitar Aether"", ""Philadelphia Soul Smooth""]","[0.8544951084452623, 0.8311822595993316, 0.8184924221804685, 0.8179344203580325, 0.8174388200292495]","[0.3255236227622963, 0.20421595888147806, 0.1584408452378546, 0.15668246964778224, 0.15513710347058882]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,1077,Brown Sound Modern,3,3,0.05,ok,,0.017202535187592034,0.9743589743589743,0.9523809523809523,0.9988474230543198,1.0,0.1608083333,0.3333333333,1.0,3.0,"[""Brown Sound"", ""Brown Sound - Vintage Drive Mix"", ""Brown Sound - Raw Amp Pass""]","[1.0000000000000004, 1.0000000000000004, 1.0000000000000004]","[0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,1077,Brown Sound Modern,5,5,0.05,ok,,0.017202535187592034,0.9743589743589743,0.9523809523809523,0.9988474230543198,1.0,0.1608083333,0.2,1.0,5.0,"[""Brown Sound"", ""Brown Sound - Vintage Drive Mix"", ""Brown Sound - Raw Amp Pass"", ""Brown Sound - Grit Stack Take"", ""Brown Sound - Classic Crunch Edit""]","[1.0000000000000004, 1.0000000000000004, 1.0000000000000004, 1.0000000000000004, 1.0000000000000004]","[0.2, 0.2, 0.2, 0.2, 0.2]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,418,Minimal Wave,3,3,0.05,ok,,0.12248121093062377,0.6923076923076923,0.6363636363636364,0.9713855395494773,1.0,2.9783070783,0.3771021354,0.9954808956,2.9702883106,"[""Tangerine Dream Style"", ""Cumbia Electronica"", ""Philly Soul Strings""]","[0.6218394271502975, 0.6146545965766431, 0.6097772962113859]","[0.3771021354099425, 0.3266271987324909, 0.2962706658575665]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,418,Minimal Wave,5,5,0.05,ok,,0.1373945932447938,0.6410256410256411,0.5757575757575758,0.966838776049521,1.0,3.5596733459,0.2403177941,0.9962002746,4.9377712203,"[""Tangerine Dream Style"", ""Cumbia Electronica"", ""Philly Soul Strings"", ""Nordic Folk"", ""Blue-Eyed Soul""]","[0.6218394271502975, 0.6146545965766431, 0.6097772962113859, 0.6083322698648248, 0.6071936398227975]","[0.24031779410665707, 0.20815137471788334, 0.1888059127535868, 0.18342741741812096, 0.1792975010037518]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,647,Deep House Beat,3,3,0.05,ok,,0.17421254386458662,0.7045454545454546,0.5357142857142857,0.9262660382500235,0.8333333333333334,4.7325635843,0.3642586003,0.9972277617,2.981909681,"[""Contemporary Jazz Smoky"", ""Afrobeat Guitar Heritage"", ""Drum and Bass Synth""]","[0.7128804690650439, 0.7086956342676237, 0.7032977529358055]","[0.364258600328086, 0.33501233763454774, 0.30072906203736627]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,647,Deep House Beat,5,5,0.05,ok,,0.10875642530125175,0.7948717948717948,0.7142857142857143,0.9790817729775995,1.0,2.3261988887,0.2305905336,0.9973081454,4.9563981459,"[""Contemporary Jazz Smoky"", ""Afrobeat Guitar Heritage"", ""Drum and Bass Synth"", ""Deep House Bass"", ""Deep House Wave""]","[0.7128804690650439, 0.7086956342676237, 0.7032977529358055, 0.7026468836700025, 0.7002308819711311]","[0.23059053357220868, 0.2120764578210205, 0.19037374769849547, 0.18791163914590348, 0.17904762176237193]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,889,Neo-Soul Rhythm Groove,3,3,0.05,ok,,0.050752885497734684,0.8974358974358975,0.8333333333333334,0.9926886190138265,1.0,0.935517078,0.4531497377,0.9717047165,2.8167751935,"[""Neo-Soul Rhythm Sweet"", ""Contemporary Jazz Improv"", ""Neo-Soul Rhythm Gospel""]","[0.7632711955852722, 0.7395634641747078, 0.7364097272657159]","[0.4531497377260907, 0.28204538268859897, 0.26480487958531035]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,889,Neo-Soul Rhythm Groove,5,5,0.05,ok,,0.05248156349260566,0.8717948717948718,0.7916666666666666,0.9921831496776726,1.0,0.9944524933,0.3433214705,0.9502857271,4.2838897316,"[""Neo-Soul Rhythm Sweet"", ""Contemporary Jazz Improv"", ""Neo-Soul Rhythm Gospel"", ""Americana Alt Sunrise"", ""Bossa Nova Acoustic Mystic""]","[0.7632711955852722, 0.7395634641747078, 0.7364097272657159, 0.7158591967246285, 0.7060682644862827]","[0.3433214704876707, 0.21368706073805233, 0.200625076178445, 0.1330103923006583, 0.10935600029517359]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,724,Modular Hybrid Glitch,3,3,0.05,ok,,0.27378898780092226,0.5319148936170213,0.42857142857142855,0.8119442165196237,0.7142857142857143,9.1023340709,0.5827102431,0.8795839411,2.3387194706,"[""Trap Metal Bass"", ""Latin Rock Fusion Tropical"", ""Free Jazz Avantgarde Velvet""]","[0.852474311759956, 0.806133321914399, 0.7955507503286864]","[0.5827102431338562, 0.23064281440102635, 0.18664694246511745]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,724,Modular Hybrid Glitch,5,5,0.05,ok,,0.2537566380980648,0.5319148936170213,0.42857142857142855,0.8419694953579068,0.7142857142857143,8.5639082769,0.4611920084,0.881499494,3.4466389111,"[""Trap Metal Bass"", ""Latin Rock Fusion Tropical"", ""Free Jazz Avantgarde Velvet"", ""Prepared Guitar Void"", ""Lo-Fi Bedroom Pop Sparkle""]","[0.852474311759956, 0.806133321914399, 0.7955507503286864, 0.7855150840154947, 0.7694683269780052]","[0.46119200836753266, 0.18254462495301407, 0.147723640120349, 0.1208596440087629, 0.08768008255034135]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,206,Rave Hardcore,3,3,0.05,ok,,0.07663583403068686,0.8461538461538461,0.7272727272727273,0.9830002412412407,1.0,1.5662165548,0.4403238963,0.9183304536,2.594167922,"[""Dark Ambient"", ""Melodic Death Metal"", ""Granular Synth""]","[0.9000813246411269, 0.8967667596275454, 0.8454295228342904]","[0.4403238963410944, 0.4120807329351753, 0.14759537072373033]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K5,TRR,206,Rave Hardcore,5,5,0.05,ok,,0.06784606830467592,0.8461538461538461,0.7272727272727273,0.9865329250460269,1.0,1.4060260227,0.3738893816,0.8441612175,3.4115514368,"[""Dark Ambient"", ""Melodic Death Metal"", ""Granular Synth"", ""Slavic Folk Metal"", ""Heavy Psych""]","[0.9000813246411269, 0.8967667596275454, 0.8454295228342904, 0.842862120120189, 0.776892195717215]","[0.3738893815863975, 0.3499074469523013, 0.12532670232860216, 0.1190538476575339, 0.03182262147516515]",epr_rcpp_softmax_topk_observed_kb_range
EPR-K3,TRR,966,Bluegrass Flatpick Rambler,3,3,0.05,ok,,0.20023365881025798,0.7592592592592593,0.6,0.8256712260500036,0.3333333333333333,7.7060734544,0.6636230166,0.7862175953,2.0014237005,"[""Raw Black Metal Onslaught"", ""Bluegrass Flatpick Honky"", ""Chamber Pop Hazy""]","[0.9198588897367641, 0.8610636567009848, 0.8389702350155086]","[0.6636230165577593, 0.2047540660991342, 0.13162291734310647]",epr_rcpp_softmax_topk_observed_kb_range
