k,post_range_violations,post_switch_collisions,post_valid,pre_range_violations,pre_switch_collisions,pre_valid,query_idx,query_name,range_repaired,source_method,switch_repaired,temperature
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,118,Flamenco Fusion,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,983,Country Rock Twang Outlaw,True,CLAP,True,0.05
5,[],[],True,['FlangerOn.Depth'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,332,Dirty South Trap,True,CLAP,True,0.05
5,[],[],True,[],['Compressor'],False,84,Cloud Rap Ethereal,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,365,Ghostly Pad,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,812,Technical Thrash Chaos,True,CLAP,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,938,Modern R&B Sweet,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,717,Overtone Drone Static,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,656,UK Garage Wave,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,1048,Power Pop Hazy,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,504,Sub-Bass Drone,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,461,Power Ballad,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,281,2-Step Garage,True,CLAP,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,593,Trap Metal Pulse,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,429,Neo-Classical Metal,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,845,Gypsy Jazz Manouche Crescendo,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,603,Hyperpop Glitch Cyber,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,977,Country Rock Twang Twang,True,CLAP,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay']",False,916,Southern Soul Gospel Soulful,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,220,Sega Mauritian,False,CLAP,True,0.05
5,[],[],True,[],[],True,869,Free Jazz Avantgarde Crescendo,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,241,Stripped Acoustic,True,CLAP,True,0.05
5,[],[],True,[],[],True,831,Complex Jazz Fusion Groove,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,534,Reggae Skank Mystic,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,282,3-Chord Punk,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,537,K-Pop Shimmer Sunset,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,722,Modular Hybrid Echo,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,857,Cool Jazz Blue,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']",['Flanger'],False,400,Karaoke Pop,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Flanger', 'Phaser']",False,699,Spectral Freeze Drift,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,1005,Indie Pop Jangle Radio,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,849,Acid Jazz Funk Blue,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,972,Nashville Session Honky,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,716,Overtone Drone Glitch,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver']",False,919,Southern Soul Gospel Motown,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1022,Chamber Pop Indie,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,862,Cool Jazz Improv,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'PhaserOn.Frequency']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,945,Soul Clap Groove,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,153,Lo-Fi House,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,897,Motown Soul Groove,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,133,Heartland Rock,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,775,Deathcore Breakdown Venom,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,695,Granular Texture Aether,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,91,D-beat Punk,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,70,Big Band Swing,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,487,Shoegaze Drone,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,266,Urban Cowboy,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,672,Glitch Noise Prism,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,627,Techno Industrial Cyber,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1036,Britpop Glimmer,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,841,Gypsy Jazz Manouche Blue,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,193,Post-Punk Bassline,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,188,Polka Accordion,False,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,297,Berlin Techno,False,CLAP,True,0.05
5,[],[],True,[],[],True,247,Tabla Fusion,False,CLAP,False,0.05
5,[],[],True,['FlangerOn.Depth'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,589,Future Bass Pluck Synth,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,324,Cyber R&B,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,394,Italian Disco,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,817,Folk Metal Acoustic Fury,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Delay', 'FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger']",False,610,Drum and Bass Neon,True,CLAP,True,0.05
5,[],[],True,['PhaserOn.Frequency'],"['Chorus', 'Flanger', 'Phaser']",False,93,Darkwave Synth,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,455,Philharmonic Rock,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,294,Barbershop Quartet,True,CLAP,True,0.05
5,[],[],True,[],[],True,601,Hyperpop Glitch Pulse,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,1009,Dream Pop Dream,True,CLAP,True,0.05
5,[],[],True,[],[],True,617,Dubstep Wobble Pulse,False,CLAP,False,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver']",False,818,Folk Metal Acoustic Rage,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Flanger', 'Phaser']",False,986,Western Swing Sunrise,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,208,Retro Electro,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,553,Celtic Folk Sunset,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,944,Modern R&B Philly,False,CLAP,True,0.05
5,[],[],True,[],[],True,834,Smooth Jazz Lead Smoky,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,340,East Coast Boom Bap,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,560,Celtic Folk Heritage,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1038,Britpop Indie,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,723,Modular Hybrid Drift,False,CLAP,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,298,Bhangra Fusion,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,564,Indian Classical Sitar Tropical,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Flanger', 'Phaser']",False,308,Chamber Pop,False,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,111,Epic Orchestral Rock,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,501,Spring Reverb Surf,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,955,Country Telecaster Dusty,False,CLAP,True,0.05
5,[],[],True,[],['Chorus'],False,520,Bossa Nova Acoustic Heritage,False,CLAP,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay']",False,896,Neo-Soul Rhythm Philly,True,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,327,Deep Dub,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1017,Chamber Pop Dream,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver']",False,186,Pirate Metal,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,917,Southern Soul Gospel Gospel,True,CLAP,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,291,Auto-Tune Pop,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,488,Sitar Fusion,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,454,Phased Synth,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,391,Iranian Classical,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,128,Gothic Rock Reverb,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Screamer']",False,666,Glitch Noise Echo,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,499,Spectral Glow,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,682,Prepared Guitar Echo,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1010,Dream Pop Shimmer,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,816,Technical Thrash Onslaught,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,191,Post-Hardcore Screamo,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,127,Glitter Rock,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width', 'PhaserOn.Frequency']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,533,Reggae Skank Andean,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Delay', 'Flanger', 'Phaser']",False,906,Philadelphia Soul Sweet,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,418,Minimal Wave,False,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Phaser', 'Screamer']",False,647,Deep House Beat,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,889,Neo-Soul Rhythm Groove,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,724,Modular Hybrid Glitch,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Flanger', 'Phaser', 'Screamer']",False,206,Rave Hardcore,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,966,Bluegrass Flatpick Rambler,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,676,Microtonal Fusion Glitch,False,CLAP,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,151,Krautrock Motorik,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,202,Qawwali Devotional,False,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,635,Synthwave Guitar Cyber,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,300,Blackened Crust,True,CLAP,True,0.05
5,[],[],True,[],['Chorus'],False,513,Bossa Nova Acoustic Sunset,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,194,Power Electronics,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,286,Analog Warm Bass,True,CLAP,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,577,Japanese Enka Sunset,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,285,Ambient Guitar Loop,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,1033,Britpop Dream,True,CLAP,True,0.05
5,[],[],True,"['DelayOn.Mix', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,447,Overdrive Crunch,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,733,Shoegaze Wall Static,False,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,976,Nashville Session Frontier,True,CLAP,True,0.05
5,[],[],True,[],[],True,621,Dubstep Wobble Synth,False,CLAP,False,0.05
5,[],[],True,[],[],True,829,Complex Jazz Fusion Crescendo,False,CLAP,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,995,Americana Alt Dusty,True,CLAP,True,0.05
5,[],[],True,"['CompressorOn.Release', 'FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Screamer']",False,1047,Power Pop Charm,True,CLAP,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay']",False,530,Reggae Skank Moonrise,True,CLAP,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,82,Chinese Guzheng Ambient,False,CLAP,True,0.05
5,[],[],True,[],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,861,Cool Jazz Crescendo,False,CLAP,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Delay', 'Screamer']",False,788,Nu Metal 7-String Chaos,True,CLAP,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,934,Memphis Soul Memphis,True,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Delay']",False,853,Acid Jazz Funk Crescendo,True,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Reverb']",False,379,Hollow Body Jazz,True,PaSST,True,0.05
5,[],[],True,['DelayOn.Mix'],"['Chorus', 'Compressor', 'Delay', 'Driver', 'Screamer']",False,996,Americana Alt Honky,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,962,Bluegrass Flatpick Sunrise,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,122,Futurebass Vocal Chop,True,PaSST,True,0.05
5,[],[],True,"['DelayOn.Feedback', 'DelayOn.Mix']","['Chorus', 'Compressor', 'Delay', 'Driver']",False,991,Western Swing Outlaw,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Frequency', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,850,Acid Jazz Funk Smoky,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Compressor', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,620,Dubstep Wobble Digital,True,PaSST,True,0.05
5,[],[],True,['FlangerOn.Width'],"['Driver', 'Flanger', 'Phaser', 'Screamer']",False,987,Western Swing Dusty,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,650,UK Garage Neon,False,PaSST,True,0.05
5,[],[],True,[],[],True,1074,Acoustic Sim Natural,False,PaSST,False,0.05
5,[],[],True,[],[],True,27,Wah-Wah Rock,False,PaSST,False,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,75,Breakbeat Hardcore,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,696,Granular Texture Prism,False,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Chorus', 'Delay', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,616,Drum and Bass Wave,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Width']","['Chorus', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,547,Latin Rock Fusion Sahara,True,PaSST,True,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,649,UK Garage Pulse,True,PaSST,True,0.05
5,[],[],True,[],[],True,587,Future Bass Pluck Cyber,False,PaSST,False,0.05
5,[],[],True,"['FlangerOn.Depth', 'FlangerOn.Feedback', 'FlangerOn.Width']","['Driver', 'Flanger', 'Phaser', 'Screamer']",False,836,Smooth Jazz Lead Nocturne,True,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Screamer']",False,46,Telephone EQ,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Driver', 'Screamer']",False,224,Skweee Synth,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Compressor', 'Driver', 'Flanger', 'Phaser', 'Screamer']",False,714,Overtone Drone Echo,False,PaSST,True,0.05
5,[],[],True,[],"['Chorus', 'Delay']",False,875,Latin Jazz Velvet,False,PaSST,True,0.05
