protocol,scenario,query_idx,query_name,query_text,method,retrieved_name,w_text,w_audio,u_text_norm,u_audio_norm,l2,acc@0.1,recall,cosine,module
Protocol-C,conflict,26,Saturated Rhythm,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99977565,63.69639070,0.37500000,0.16666667,0.00033523,0.50000000
Protocol-C,conflict,28,Hard Rock Crunch,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99831800,0.51390898,0.43478261,0.35714286,0.76990107,0.83333333
Protocol-C,conflict,28,Hard Rock Crunch,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Studio Clean,1.00000000,0.00000000,0.02124145,0.99831800,0.15757856,0.52380952,0.35714286,0.93906199,1.00000000
Protocol-C,conflict,28,Hard Rock Crunch,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99831800,0.51390898,0.43478261,0.35714286,0.76990107,0.83333333
Protocol-C,conflict,29,Brian May Style,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99940191,60.09039068,0.37500000,0.16666667,0.00032399,0.50000000
Protocol-C,conflict,29,Brian May Style,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Brian May Queen Tone,0.00000000,1.00000000,0.06694757,0.99940191,0.08969767,0.78260870,0.83333333,0.99999920,1.00000000
Protocol-C,conflict,29,Brian May Style,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Brian May Queen Tone,0.00000000,1.00000000,0.06694757,0.99940191,0.08969767,0.78260870,0.83333333,0.99999920,1.00000000
Protocol-C,conflict,30,80s Hair Metal,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99988897,0.58341637,0.45454545,0.28571429,0.46221400,0.42857143
Protocol-C,conflict,30,80s Hair Metal,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,80s Hair Metal Arena,1.00000000,0.00000000,0.02124145,0.99988897,0.00980581,1.00000000,1.00000000,0.99979610,1.00000000
Protocol-C,conflict,30,80s Hair Metal,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99988897,0.58341637,0.45454545,0.28571429,0.46221400,0.42857143
Protocol-C,conflict,31,Modern Djent,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99984270,0.60954293,0.48484848,0.40000000,0.42983717,0.42857143
Protocol-C,conflict,31,Modern Djent,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Modern Djent Chug,1.00000000,0.00000000,0.02124145,0.99984270,0.73784445,0.73076923,0.66666667,0.61828703,1.00000000
Protocol-C,conflict,31,Modern Djent,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99984270,0.60954293,0.48484848,0.40000000,0.42983717,0.42857143
Protocol-C,conflict,34,Doom/Stoner Fuzz,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.02124145,0.99632771,0.67336797,0.36111111,0.00000000,0.05680592,0.33333333
Protocol-C,conflict,34,Doom/Stoner Fuzz,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,DoomStoner Fuzz Heavy,0.00000000,1.00000000,0.02124145,0.99632771,0.58128404,0.34782609,0.12500000,0.36917000,1.00000000
Protocol-C,conflict,34,Doom/Stoner Fuzz,"clean dry jazz guitar tone, low gain, no distortion",Fusion,DoomStoner Fuzz Heavy,0.00000000,1.00000000,0.02124145,0.99632771,0.58128404,0.34782609,0.12500000,0.36917000,1.00000000
Protocol-C,conflict,36,Industrial Metal,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99997429,0.58797626,0.45454545,0.28571429,0.45488769,0.42857143
Protocol-C,conflict,36,Industrial Metal,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Industrial Metal Aggressive,1.00000000,0.00000000,0.02124145,0.99997429,0.12612540,0.84615385,0.92857143,0.96665055,1.00000000
Protocol-C,conflict,36,Industrial Metal,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99997429,0.58797626,0.45454545,0.28571429,0.45488769,0.42857143
Protocol-C,conflict,37,Liquid Lead,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99995202,60.76409259,0.26666667,0.15384615,0.00146202,0.42857143
Protocol-C,conflict,37,Liquid Lead,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Liquid Lead Smooth,0.00000000,1.00000000,0.06694757,0.99995202,0.39925503,0.78260870,0.84615385,0.99998345,1.00000000
Protocol-C,conflict,37,Liquid Lead,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Liquid Lead Smooth,0.00000000,1.00000000,0.06694757,0.99995202,0.39925503,0.78260870,0.84615385,0.99998345,1.00000000
Protocol-C,conflict,38,Black Metal Lo-Fi,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.02124145,0.99885175,0.58635077,0.48484848,0.35714286,0.45771099,0.42857143
Protocol-C,conflict,38,Black Metal Lo-Fi,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Black Metal LoFi Raw,0.00000000,1.00000000,0.02124145,0.99885175,0.11601817,0.84615385,0.78571429,0.97151633,1.00000000
Protocol-C,conflict,38,Black Metal Lo-Fi,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Black Metal LoFi Raw,0.00000000,1.00000000,0.02124145,0.99885175,0.11601817,0.84615385,0.78571429,0.97151633,1.00000000
Protocol-C,conflict,40,Bitcrushed Synth,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.06694757,0.99915333,0.64840649,0.38888889,0.00000000,0.00276034,0.16666667
Protocol-C,conflict,40,Bitcrushed Synth,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Underwater,1.00000000,0.00000000,0.06694757,0.99915333,0.02076850,1.00000000,1.00000000,0.99739852,1.00000000
Protocol-C,conflict,40,Bitcrushed Synth,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.06694757,0.99915333,0.64840649,0.38888889,0.00000000,0.00276034,0.16666667
Protocol-C,conflict,44,Infinite Sustain,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99982488,65.67511057,0.30000000,0.23076923,0.00130138,0.42857143
Protocol-C,conflict,44,Infinite Sustain,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Infinite Sustain Lead,0.00000000,1.00000000,0.06694757,0.99982488,0.81009711,0.86956522,0.76923077,0.99994168,1.00000000
Protocol-C,conflict,44,Infinite Sustain,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Infinite Sustain Lead,0.00000000,1.00000000,0.06694757,0.99982488,0.81009711,0.86956522,0.76923077,0.99994168,1.00000000
Protocol-C,conflict,45,Reverse Psychedelic,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99956215,0.64778292,0.38888889,0.00000000,0.00463503,0.16666667
Protocol-C,conflict,45,Reverse Psychedelic,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Reverse Psychedelic Delay,0.00000000,1.00000000,0.06694757,0.99956215,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,conflict,45,Reverse Psychedelic,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Reverse Psychedelic Delay,0.00000000,1.00000000,0.06694757,0.99956215,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,conflict,49,Auto-Wah Funk,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999836,0.46003730,0.63333333,0.58823529,0.72834293,0.62500000
Protocol-C,conflict,49,Auto-Wah Funk,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Auto-Wah Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999836,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,conflict,49,Auto-Wah Funk,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Auto-Wah Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999836,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,conflict,1080,Hard Rock Crunch,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99831800,0.51323714,0.43478261,0.33333333,0.77467062,0.83333333
Protocol-C,conflict,1080,Hard Rock Crunch,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Studio Clean,1.00000000,0.00000000,0.02124145,0.99831800,0.17774856,0.33333333,0.13333333,0.92109681,1.00000000
Protocol-C,conflict,1080,Hard Rock Crunch,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99831800,0.51323714,0.43478261,0.33333333,0.77467062,0.83333333
Protocol-C,conflict,1087,Dry Funk - Pocket Groove Cut,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99201470,0.47814839,0.73913043,0.84615385,0.78844361,0.83333333
Protocol-C,conflict,1087,Dry Funk - Pocket Groove Cut,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99201470,0.47814839,0.73913043,0.84615385,0.78844361,0.83333333
Protocol-C,conflict,1087,Dry Funk - Pocket Groove Cut,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99201470,0.47814839,0.73913043,0.84615385,0.78844361,0.83333333
Protocol-C,conflict,1088,Tweed Breakup - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99999689,0.66867988,0.40000000,0.08333333,0.30290906,0.50000000
Protocol-C,conflict,1088,Tweed Breakup - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Vintage Tweed Breakup,1.00000000,0.00000000,0.02124145,0.99999689,0.49352954,0.84615385,0.75000000,0.52378764,1.00000000
Protocol-C,conflict,1088,Tweed Breakup - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99999689,0.66867988,0.40000000,0.08333333,0.30290906,0.50000000
Protocol-C,conflict,1089,Reverse Psychedelic - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99956215,0.64778292,0.38888889,0.00000000,0.00463503,0.16666667
Protocol-C,conflict,1089,Reverse Psychedelic - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Reverse Psychedelic Delay,0.00000000,1.00000000,0.06694757,0.99956215,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,conflict,1089,Reverse Psychedelic - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Reverse Psychedelic Delay,0.00000000,1.00000000,0.06694757,0.99956215,0.27890532,0.65517241,0.50000000,0.50848434,0.33333333
Protocol-C,conflict,1090,Math Rock Crystal - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99916457,0.48830572,0.69565217,0.90909091,0.80740902,0.83333333
Protocol-C,conflict,1090,Math Rock Crystal - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Math Rock Crystal Cleans,0.00000000,1.00000000,0.06694757,0.99916457,0.19446052,0.56521739,0.45454545,0.89454969,1.00000000
Protocol-C,conflict,1090,Math Rock Crystal - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Math Rock Crystal Cleans,0.00000000,1.00000000,0.06694757,0.99916457,0.19446052,0.56521739,0.45454545,0.89454969,1.00000000
Protocol-C,conflict,1091,Saturated Rhythm - Alt Take,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99977565,63.69639070,0.37500000,0.16666667,0.00033523,0.50000000
Protocol-C,conflict,1091,Saturated Rhythm - Alt Take,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Saturated Drive Rhythm,1.00000000,0.00000000,0.02124145,0.99977565,0.60682495,0.88461538,1.00000000,0.99996313,0.75000000
Protocol-C,conflict,1091,Saturated Rhythm - Alt Take,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99977565,63.69639070,0.37500000,0.16666667,0.00033523,0.50000000
Protocol-C,conflict,1092,80s Hair Metal - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99988897,0.58341637,0.45454545,0.28571429,0.46221400,0.42857143
Protocol-C,conflict,1092,80s Hair Metal - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,80s Hair Metal Arena,1.00000000,0.00000000,0.02124145,0.99988897,0.00980581,1.00000000,1.00000000,0.99979610,1.00000000
Protocol-C,conflict,1092,80s Hair Metal - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99988897,0.58341637,0.45454545,0.28571429,0.46221400,0.42857143
Protocol-C,conflict,1093,80s Pop Clean - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99518765,0.49201750,0.69565217,0.90909091,0.80613784,0.83333333
Protocol-C,conflict,1093,80s Pop Clean - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,80s Pop Clean Studio,0.00000000,1.00000000,0.06694757,0.99518765,0.49437167,0.66666667,0.90909091,0.82131438,1.00000000
Protocol-C,conflict,1093,80s Pop Clean - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,80s Pop Clean Studio,0.00000000,1.00000000,0.06694757,0.99518765,0.49437167,0.66666667,0.90909091,0.82131438,1.00000000
Protocol-C,conflict,1094,Acoustic Sim - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99131997,0.49062162,0.69565217,0.90909091,0.81028405,0.83333333
Protocol-C,conflict,1094,Acoustic Sim - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Acoustic Sim Natural,0.00000000,1.00000000,0.06694757,0.99131997,0.35945096,0.61904762,0.63636364,0.87958952,1.00000000
Protocol-C,conflict,1094,Acoustic Sim - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Acoustic Sim Natural,0.00000000,1.00000000,0.06694757,0.99131997,0.35945096,0.61904762,0.63636364,0.87958952,1.00000000
Protocol-C,conflict,1095,Ambient Swells - Ethereal Wash Mix,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999932,0.57300936,0.47826087,0.60000000,0.67733685,0.83333333
Protocol-C,conflict,1095,Ambient Swells - Ethereal Wash Mix,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Ambient Swells Ethereal,0.00000000,1.00000000,0.06694757,0.99999932,0.10533465,0.80952381,0.70000000,0.97435720,1.00000000
Protocol-C,conflict,1095,Ambient Swells - Ethereal Wash Mix,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Ambient Swells Ethereal,0.00000000,1.00000000,0.06694757,0.99999932,0.10533465,0.80952381,0.70000000,0.97435720,1.00000000
Protocol-C,conflict,1096,Auto-Wah Funk - Pocket Groove Cut,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999836,0.46003730,0.63333333,0.58823529,0.72834293,0.62500000
Protocol-C,conflict,1096,Auto-Wah Funk - Pocket Groove Cut,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Auto-Wah Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999836,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,conflict,1096,Auto-Wah Funk - Pocket Groove Cut,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Auto-Wah Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99999836,0.06757801,0.85714286,0.76470588,0.99253975,1.00000000
Protocol-C,conflict,1097,Bitcrushed Synth - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.06694757,0.99915333,0.64840649,0.38888889,0.00000000,0.00276034,0.16666667
Protocol-C,conflict,1097,Bitcrushed Synth - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Underwater,1.00000000,0.00000000,0.06694757,0.99915333,0.02076850,1.00000000,1.00000000,0.99739852,1.00000000
Protocol-C,conflict,1097,Bitcrushed Synth - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.06694757,0.99915333,0.64840649,0.38888889,0.00000000,0.00276034,0.16666667
Protocol-C,conflict,1098,Black Metal Lo-Fi - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.02124145,0.99885175,0.58635077,0.48484848,0.35714286,0.45771099,0.42857143
Protocol-C,conflict,1098,Black Metal Lo-Fi - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Black Metal LoFi Raw,0.00000000,1.00000000,0.02124145,0.99885175,0.11601817,0.84615385,0.78571429,0.97151633,1.00000000
Protocol-C,conflict,1098,Black Metal Lo-Fi - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Black Metal LoFi Raw,0.00000000,1.00000000,0.02124145,0.99885175,0.11601817,0.84615385,0.78571429,0.97151633,1.00000000
Protocol-C,conflict,1099,Brian May Style - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99940191,60.09039068,0.37500000,0.16666667,0.00032399,0.50000000
Protocol-C,conflict,1099,Brian May Style - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Brian May Queen Tone,0.00000000,1.00000000,0.06694757,0.99940191,0.08969767,0.78260870,0.83333333,0.99999920,1.00000000
Protocol-C,conflict,1099,Brian May Style - Alt Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Brian May Queen Tone,0.00000000,1.00000000,0.06694757,0.99940191,0.08969767,0.78260870,0.83333333,0.99999920,1.00000000
Protocol-C,conflict,1100,British Invasion - Alt Take,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99984380,0.63729329,0.41666667,0.36363636,0.01037322,0.16666667
Protocol-C,conflict,1100,British Invasion - Alt Take,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,British Invasion Classic,1.00000000,0.00000000,0.02124145,0.99984380,0.54917678,0.28571429,0.27272727,0.39889934,1.00000000
Protocol-C,conflict,1100,British Invasion - Alt Take,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99984380,0.63729329,0.41666667,0.36363636,0.01037322,0.16666667
Protocol-C,conflict,1101,Brown Sound - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99999275,60.14341991,0.40625000,0.25000000,0.00033817,0.50000000
Protocol-C,conflict,1101,Brown Sound - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Brown Sound Modern,1.00000000,0.00000000,0.02124145,0.99999275,0.10533554,0.82608696,0.91666667,0.99999890,1.00000000
Protocol-C,conflict,1101,Brown Sound - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99999275,60.14341991,0.40625000,0.25000000,0.00033817,0.50000000
Protocol-C,conflict,1102,Classic Plexi - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.02124145,0.99467186,63.07768835,0.40625000,0.25000000,0.00035320,0.50000000
Protocol-C,conflict,1102,Classic Plexi - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Plexi Classic Hot,0.00000000,1.00000000,0.02124145,0.99467186,0.46743230,0.82608696,0.91666667,0.99998026,1.00000000
Protocol-C,conflict,1102,Classic Plexi - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Plexi Classic Hot,0.00000000,1.00000000,0.02124145,0.99467186,0.46743230,0.82608696,0.91666667,0.99998026,1.00000000
Protocol-C,conflict,1103,Doom/Stoner Fuzz - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.02124145,0.99632771,0.67336797,0.36111111,0.00000000,0.05680592,0.33333333
Protocol-C,conflict,1103,Doom/Stoner Fuzz - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,DoomStoner Fuzz Heavy,0.00000000,1.00000000,0.02124145,0.99632771,0.58128404,0.34782609,0.12500000,0.36917000,1.00000000
Protocol-C,conflict,1103,Doom/Stoner Fuzz - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Fusion,DoomStoner Fuzz Heavy,0.00000000,1.00000000,0.02124145,0.99632771,0.58128404,0.34782609,0.12500000,0.36917000,1.00000000
Protocol-C,conflict,1104,Dreamy Shoegaze - Ethereal Wash Mix,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99974434,0.56498749,0.47826087,0.60000000,0.69512497,0.83333333
Protocol-C,conflict,1104,Dreamy Shoegaze - Ethereal Wash Mix,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Dreamy Shoegaze Ethereal,0.00000000,1.00000000,0.06694757,0.99974434,0.05232905,0.89655172,0.70000000,0.99010622,0.80000000
Protocol-C,conflict,1104,Dreamy Shoegaze - Ethereal Wash Mix,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Dreamy Shoegaze Ethereal,0.00000000,1.00000000,0.06694757,0.99974434,0.05232905,0.89655172,0.70000000,0.99010622,0.80000000
Protocol-C,conflict,1105,Garage Rock Fuzz - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99250176,0.71751808,0.40625000,0.10000000,0.01626098,0.50000000
Protocol-C,conflict,1105,Garage Rock Fuzz - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Garage Rock Fuzz Raw,1.00000000,0.00000000,0.02124145,0.99250176,0.06820772,0.86956522,0.80000000,0.98421851,1.00000000
Protocol-C,conflict,1105,Garage Rock Fuzz - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99250176,0.71751808,0.40625000,0.10000000,0.01626098,0.50000000
Protocol-C,conflict,1106,Grunge Dirt - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99989370,0.64643580,0.41666667,0.16666667,0.00815317,0.16666667
Protocol-C,conflict,1106,Grunge Dirt - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Grunge Dirt Seattle,1.00000000,0.00000000,0.02124145,0.99989370,0.06382145,0.95238095,1.00000000,0.97474763,1.00000000
Protocol-C,conflict,1106,Grunge Dirt - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99989370,0.64643580,0.41666667,0.16666667,0.00815317,0.16666667
Protocol-C,conflict,1107,Hard Rock Crunch - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99831800,0.51390898,0.43478261,0.35714286,0.76990107,0.83333333
Protocol-C,conflict,1107,Hard Rock Crunch - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Studio Clean,1.00000000,0.00000000,0.02124145,0.99831800,0.15757856,0.52380952,0.35714286,0.93906199,1.00000000
Protocol-C,conflict,1107,Hard Rock Crunch - Vintage Drive Mix,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99831800,0.51390898,0.43478261,0.35714286,0.76990107,0.83333333
Protocol-C,conflict,1108,Indie Jangle - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Text-only,Dry Funk Rhythm,0.00000000,1.00000000,0.06694757,0.99603963,0.50037440,0.39130435,0.37500000,0.76074072,0.83333333
Protocol-C,conflict,1108,Indie Jangle - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",TRR-only,Indie Jangle Bright,0.00000000,1.00000000,0.06694757,0.99603963,0.73137370,0.09523810,0.12500000,0.35767406,1.00000000
Protocol-C,conflict,1108,Indie Jangle - Warm Room Take,"aggressive high-gain distorted guitar tone, heavy saturation, modern metal",Fusion,Indie Jangle Bright,0.00000000,1.00000000,0.06694757,0.99603963,0.73137370,0.09523810,0.12500000,0.35767406,1.00000000
Protocol-C,conflict,1109,Industrial Metal - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Text-only,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99997429,0.58797626,0.45454545,0.28571429,0.45488769,0.42857143
Protocol-C,conflict,1109,Industrial Metal - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",TRR-only,Industrial Metal Aggressive,1.00000000,0.00000000,0.02124145,0.99997429,0.12612540,0.84615385,0.92857143,0.96665055,1.00000000
Protocol-C,conflict,1109,Industrial Metal - High Gain Forge,"clean dry jazz guitar tone, low gain, no distortion",Fusion,Dry Funk Rhythm,1.00000000,0.00000000,0.02124145,0.99997429,0.58797626,0.45454545,0.28571429,0.45488769,0.42857143
